match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,striker_hand,non_striker_hand,bowler_hand,delivery_type,match_day,release_speed,initial_angle,release_x,release_y,release_z,pre_bounce_ax,pre_bounce_ay,pre_bounce_az,pre_bounce_vx,pre_bounce_vy,pre_bounce_vz,bounce_angle,cof,cor,pbr,shot_attacked,shot_played,shot_info,crease_reaction_time,interception_reaction_time,bounce_x,bounce_y,post_bounce_ax,post_bounce_ay,post_bounce_az,post_bounce_vx,post_bounce_vy,post_bounce_vz,impact_x,impact_y,impact_z,crease_x,crease_y,crease_z,drop_angle,stump_x,stump_y,stump_z,swing,deviation,swing_dist,six_dist,ground,date,team_bat,team_bowl
,2024,,,,,,,,,,,,,,,,,,,,,R,R,L,Seam,1,81.56660910987897,-8.550320874660978,8.340434054814512,0.3347615983025766,2.05988536969192,-0.255866631746675,0.353461491573772,-7.5936834273442,-33.2626621270678,-2.04518201173143,-7.75402819176196,9.652481563064674,0.1928792497538757,0.6747134150721552,91.91908728543572,None,None,None,0.538284301757812,0.5673294067382812,7.724573,-0.312905,-0.23759044376477,0.0,-10.6,-30.7605663320307,-1.92580471594482,-1.92580471594482,-999.9,-999.9,-999.9,-8.840928,-0.730779,0.915031,-13.12216249309035,-10.0598616272201,-0.8115302177104866,1.02864138241643,-0.09345568361218708,-0.06395166614147481,-3.14797243853360e-03,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,L,Seam,1,81.22544203260992,-4.947517868423916,8.340826093153218,0.2536324443550697,2.094547011623073,-0.250535904012064,4.54566952759226,-7.40718136450489,-32.5696675215683,0.447762850091494,-6.35952294396452,7.334361336471351,0.3380089925328693,0.5897223119714172,64.65744754242566,Attacked,Played,None,0.524711608886719,0.4934463500976563,3.461665,0.019573,-0.232640482296916,0.0,-10.6,-29.1374247569977,1.02694526674217,1.02694526674217,-8.31313,0.080428,0.235146,-8.840849,0.099326,0.290807,-11.04850809345626,-10.0601984191648,0.1433039464549842,0.4064389061218672,3.193894220786087,1.230903714817739,3.82576866652910e-01,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,L,Seam,1,82.8988002680784,-8.707391174358317,8.340461583759112,0.3382276017244025,2.04981767774707,-0.260168656592812,0.407305864530933,-7.24908208881678,-33.8219253570656,-1.5227405883135,-7.80009636154548,9.041667232498158,0.1742093515533389,0.6439773860907683,89.17567275828135,Attacked,Missed,None,0.515007019042969,0.5556564331054688,7.742661,-0.141635,-0.241585181121897,0.0,-10.6,-31.5659251787145,-1.88685643967721,-1.88685643967721,-999.9,-999.9,-999.9,-8.841026,-0.541661,0.846628,-12.98663356146008,-10.06024911402984,-0.6187488460459413,0.9511890786251015,-0.002314024772379789,-0.8429443160900492,-1.20964033280243e-02,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,L,Seam,1,83.93689342833551,-7.000520318159846,8.340691383773482,0.3696821109344577,2.060209487329146,-0.261768875372516,-1.09381583481351,-7.84517793590294,-34.029953798427,-1.27375542868432,-7.2666820070649,7.603234995264834,0.1298373537078115,0.5976630465465408,86.66572161119997,Defended,Played,None,0.508003234863281,0.4813041687011719,6.169546,-0.003327,-0.243071098560193,0.0,-10.6,-32.5354628277772,-0.844079534142621,-0.844079534142621,-8.299542,-0.11964,0.524738,-8.840679,-0.134188,0.572841,-12.05378066256752,-10.05974835175752,-0.1671851229175349,0.6702792220324714,-0.7619052710963463,0.6574920924772519,-7.79504643364811e-02,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,L,Seam,1,82.56990560663645,-15.74057467081418,8.340980805840942,0.4027567430204821,1.95215006967787,-0.262623468369262,-2.32512036767457,-8.98194727731923,-34.1410508880041,-0.916272175584637,-11.6719326771949,12.0784586490876,0.1829422239237922,0.5641463452990509,76.32772940247844,Attacked,Missed,None,0.565074920654297,0.5944404602050781,12.210583,0.276931,-0.243864649200029,0.0,-10.6,-30.7712195332366,-1.61247506111095,-1.61247506111095,-999.9,-999.9,-999.9,-8.840988,-0.325696,1.746182,-18.87421697671559,-10.06026717258171,-0.3960581544817095,1.850555113627375,-0.7293435568325254,-1.462346647887805,-2.02344871463745e-02,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,L,Seam,1,84.29287972942062,-4.131885570645233,8.34086935817432,0.3248244482088926,2.091516404681675,-0.257577612489199,2.97717531381981,-7.9573604593592,-33.4850896235959,0.330575794176255,-6.32422298581882,4.788492304142064,-0.005328733817253211,0.4442061503923213,77.16379594057352,Defended,Played,None,0.501068115234375,0.4672393798828125,2.306549,0.168964,-0.239179211597114,0.0,-10.6,-33.5353450834803,-0.0556474246109382,-0.0556474246109382,-8.225577,0.168179,0.081294,-8.840791,0.167153,0.128558,-10.69529081370428,-10.06008641434403,0.1651046137318919,0.2120723685208596,2.115986833380708,-0.660698967566014,2.79608099886176e-01,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,R,Seam,1,83.28244685338197,-8.399446599915398,8.340518132791647,-0.7788006378308266,1.944486010715366,-0.262240566212747,-0.681258032624775,-7.26826138372991,-34.0912736076571,0.48174238288765,-7.57447672773138,7.931513740390111,0.1860396329874682,0.5857327597270214,79.2559506603064,Attacked,Played,None,0.522022247314453,0.4991226196289063,7.979795,-0.6077,-0.243509097197551,0.0,-10.6,-31.8443273703733,1.00357542824931,1.00357542824931,-8.450601,-0.401882,0.718471,-8.841039,-0.388927,0.746797,-12.5266265919362,-10.06011925637533,-0.3482124455785641,0.8243192696881348,-0.2515263861964883,0.995491244010078,-1.31536358491896e-02,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,R,Seam,1,81.84244874077004,-5.717349169521484,8.340693839137678,-0.6877802384441325,1.983900149291349,-0.254943845722392,-0.346641025048977,-7.27716292840212,-33.142699943911,0.983332457399126,-6.46662932378892,7.14416869449551,0.1698665643449993,0.6077717315614716,84.17910329972082,Defended,Played,None,0.522937774658203,0.4784774780273438,4.973542,-0.282896,-0.236733571027936,0.0,-10.6,-31.3567090126,1.47123636665712,1.47123636665712,-7.968636,-0.146173,0.351041,-8.840832,-0.104199,0.430753,-11.04054222978074,-10.05992591016243,-0.04505032893190877,0.5284335694293476,-0.05022454296710629,0.9868631479334911,5.80679521586247e-05,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,R,Seam,1,84.13080281575371,-7.672363488117058,8.340682069338428,-0.6901393384762907,1.945938168949109,-0.263645319038517,-0.612960597653221,-6.56392329961319,-34.2738914750071,1.02023474331915,-7.09334304197123,7.738220896086299,0.1370845103469772,0.6264851875581297,90.26432709902173,Defended,Played,None,0.509994506835938,0.4851608276367188,7.102307,-0.337015,-0.244813510535765,0.0,-10.6,-32.7032864922446,0.524924622308996,0.524924622308996,-8.37356,-0.248273,0.631435,-8.840953,-0.240439,0.669829,-11.69288481950784,-10.06012301691647,-0.219870467127723,0.7594056064265092,-0.1614748921771872,-0.7854434732095391,-1.93081662988897e-02,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
,2024,,,,,,,,,,,,,,,,,,,,,R,R,R,Seam,1,82.69052533246642,-5.719983676848478,8.340711900537979,-0.6183163007167047,1.950563563247219,-0.256677935826856,-0.0334537203272243,-7.26098599622909,-33.3681316574912,0.479031978814954,-6.43596260377396,7.061720935821342,0.1594599206068842,0.6100706211598788,85.56460111329339,Attacked,Played,None,0.51763916015625,0.4701004028320313,5.117605,-0.434347,-0.238343797553509,0.0,-10.6,-31.6955875931062,1.22340786466063,1.22340786466063,-7.797901,-0.322928,0.346348,-8.840768,-0.281625,0.440272,-10.91700828720864,-10.06025792982161,-0.2329025919027594,0.5355378672560452,0.05648870387055262,1.387964051816063,4.96589955279556e-03,-1.00000000000000e+00,PUNJAB-CA-STADIUM-MOHALI,2024-01-11,Afghanistan,India
