match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed,striker_hand,non_striker_hand,bowler_hand,delivery_type,match_day,release_speed,initial_angle,release_x,release_y,release_z,pre_bounce_ax,pre_bounce_ay,pre_bounce_az,pre_bounce_vx,pre_bounce_vy,pre_bounce_vz,bounce_angle,cof,cor,pbr,shot_attacked,shot_played,shot_info,crease_reaction_time,interception_reaction_time,bounce_x,bounce_y,post_bounce_ax,post_bounce_ay,post_bounce_az,post_bounce_vx,post_bounce_vy,post_bounce_vz,impact_x,impact_y,impact_z,crease_x,crease_y,crease_z,drop_angle,stump_x,stump_y,stump_z,swing,deviation,swing_dist,six_dist,ground,date,team_bat,team_bowl
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,0.1,West Indies,India,BA King,KR Mayers,B Kumar,0,0,,,,,,,,,,R,L,R,Seam,1.0,80.08703351146463,-5.707761324179805,8.340811204540866,-0.5650606311780269,1.960067055201804,-0.248765654033205,-5.95492293601926,-7.6477170511947,-32.3395350243166,-0.867200382186725,-6.50659193285322,10.12308896115861,0.2741696857835581,0.7993362824583296,102.4834737903936,Attacked,Missed,None,0.567512512207031,0.5286712646484375,5.313521,-0.456763,-0.230996678745119,0.0,-10.6,-29.1299978280014,-0.811740510051614,-0.811740510051614,-999.9,-999.9,-999.9,-8.840956,-0.572754,0.654692,-11.37581909409259,-10.06016209363623,-0.6080449410265204,0.8049408595493408,-3.834889408435396,-0.06015283727263528,-4.16842043682633e-01,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,0.2,West Indies,India,BA King,KR Mayers,B Kumar,4,0,,,,,,,,,,R,L,R,Seam,1.0,80.02220237600868,-6.914343803646099,8.340529119515288,-0.5838673410739005,1.933808533810629,-0.250184757846324,2.42812401742192,-6.0137429765455,-32.5240185200221,0.0150297622261814,-6.41134490794143,9.238384451207786,0.2314712922955359,0.7588626964013642,100.682275230651,Attacked,Played,None,0.5423583984375,0.504638671875,6.496357,-0.727506,-0.232314418000158,0.0,-10.6,-29.9124710783581,0.281473334532399,0.281473334532399,-8.101068,-0.684039,0.682216,-8.840617,-0.676804,0.761696,-11.15153646762824,-10.06006809517214,-0.6647792278393627,0.8783031438722493,1.37433127661118,0.5126544856240902,1.36367492842797e-01,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,0.3,West Indies,India,BA King,KR Mayers,B Kumar,0,0,,,,,,,,,,R,L,R,Seam,1.0,81.61558418163196,-7.334174488304492,8.34078064455889,-0.5411151385794685,1.925186928534422,-0.255620448920649,-1.44752144544099,-6.39201808846258,-33.2306583596844,1.09624510844106,-6.76026492929126,7.395403127699054,0.1551094907152867,0.605966850157571,85.38407845210699,Defended,Played,None,0.526725769042969,0.4777908325195313,6.971454,-0.101085,-0.237361845426317,0.0,-10.6,-31.5611007283148,0.479877159080265,0.479877159080265,-7.682739,-0.029996,0.534508,-8.840776,-0.011676,0.623228,-11.49902494109597,-10.0602586796173,0.007797920960005575,0.7005933698765403,-0.602619684090455,-1.018345217169122,-8.22064024528193e-02,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,0.4,West Indies,India,BA King,KR Mayers,B Kumar,0,0,,,,,,,,,,R,L,R,Seam,1.0,81.58656443963716,-7.614133246966583,8.34099933652896,-0.5513556000730383,1.932301790650975,-0.256361761116534,-0.190646725171003,-7.38525521379832,-33.3270289451495,1.17984286229508,-7.15524538599012,10.51117265016564,0.2224255076004065,0.7908284766186401,106.3817207327554,Attacked,Missed,None,0.534919738769531,0.5672607421875,7.471437,-0.170383,-0.238050206751068,0.0,-10.6,-30.4977305816582,-0.0586620288391625,-0.0586620288391625,-999.9,-999.9,-999.9,-8.841087,-0.182713,1.000546,-12.1173385602432,-10.06030422876622,-0.185190935229078,1.135997940288445,0.06202857064763312,-2.137744999036275,5.88677359127632e-03,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,0.5,West Indies,India,BA King,KR Mayers,B Kumar,0,0,,,,,,caught,BA King,,,R,L,R,Seam,1.0,80.51455777946542,-8.060096591803218,8.34053171946399,-0.5480175398863146,1.939730977435493,-0.254288436093353,-0.479123921420069,-7.16153632951704,-33.0574966921358,0.755630258607012,-7.25954453599583,9.009986647371434,0.1747517929914349,0.675789702445342,93.89327606765781,None,None,None,0.5438232421875,0.4598922729492188,7.847071,-0.293507,-0.236124976372399,0.0,-10.6,-30.9398901673083,-0.137116135519827,-0.137116135519827,-6.860564,-0.314478,0.675149,-8.841066,-0.32365,0.871152,-12.38575196306605,-10.06005123712659,-0.329367899990496,0.9693467736428069,-0.1373426229405586,-1.56335808605034,-1.17194184019233e-02,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,0.6,West Indies,India,N Pooran,KR Mayers,B Kumar,0,0,,,,,,,,,,L,L,R,Seam,1.0,81.06762148986934,-6.997910304729526,8.340685150848124,-0.5259200369047048,1.969017387732983,-0.253804903741154,1.59787266170709,-7.8644776865893,-32.9946374863501,2.16316493811698,-7.05440762730923,8.49614685542303,0.08402612458120616,0.6775057986403009,103.2232573379245,Defended,Missed,None,0.528350830078125,0.5548782348632812,6.822454,0.11096,-0.235675982045358,0.0,-10.6,-31.9944442954397,2.21639399491525,2.21639399491525,-999.9,-999.9,-999.9,-8.84087,0.507365,0.72725,-12.06840278406794,-10.0602329947424,0.59588730789168,0.8339653107797621,1.160058343237453,0.2117897290281567,1.12874414278853e-01,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,1.1,West Indies,India,KR Mayers,N Pooran,DL Chahar,4,0,,,,,,,,,,L,L,R,Seam,1.0,79.89999999999992,-5.680706411670936,8.341114261492415,-0.3537923858408711,1.903349975223573,-0.249324780859275,-5.20629308799719,-7.9614764380266,-32.4122215117058,0.646128813223431,-6.48570161660028,8.033660184821544,0.1709134251209945,0.66530281071326,92.70407909488956,Attacked,Played,None,0.740673065185547,0.498046875,5.821026,0.242877,-0.231515867940755,0.0,-10.6,-30.5721727434071,0.176767058116236,0.176767058116236,-8.081994,0.265427,0.511113,-8.840643,0.269958,0.583579,-11.31546892884626,-10.05987218733966,0.277297527135729,0.6861708987842347,-3.000917360524372,-0.8107463342103437,-3.25639718314558e-01,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,1.2,West Indies,India,KR Mayers,N Pooran,DL Chahar,0,0,,,,,,,,,,L,L,R,Seam,1.0,80.04297032117871,-8.60121375078655,8.340757120766686,-0.5634145186917929,1.905599192361168,-0.252317858021507,3.23391073118997,-6.48479249044723,-32.801321542796,2.53103965751475,-7.26550269883452,9.193871263604915,0.2559326650739951,0.6610199653025738,83.55972828798656,Defended,Played,None,0.877292633056641,0.5327224731445312,8.320608,0.044066,-0.234295153877114,0.0,-10.6,-29.6725197456003,2.86169561751441,2.86169561751441,-8.57295,0.721559,0.879166,-8.840895,0.748905,0.900595,-12.48938531835023,-10.06003683627889,0.8741064341835183,0.9863447602418303,1.86269841678702,1.09636250756836,1.59319038795105e-02,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,1.3,West Indies,India,KR Mayers,N Pooran,DL Chahar,0,0,,,,,,,,,,L,L,R,Seam,1.0,79.97989862506236,-6.539704103406164,8.340396131178842,-0.5498004209719879,1.920093391345993,-0.249662547452093,4.36412521856364,-6.53040272339272,-32.4561311687721,2.9721288543322,-6.40844876522905,7.945881538263697,0.2274966196774498,0.6540857663498761,85.36320298473643,Attacked,Missed,None,0.534004211425781,0.5710372924804688,6.236594,0.234934,-0.231829508348372,0.0,-10.6,-30.0311103014871,2.99855341141506,2.99855341141506,-999.9,-999.9,-999.9,-8.841115,0.745905,0.603653,-11.16935463174566,-10.06010802101529,0.8731474301572006,0.6953318289830295,2.959484745873128,0.469788435294846,3.02809284543692e-01,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
1278679,2021/22,2022-02-16,"Eden Gardens, Kolkata",1,1.4,West Indies,India,KR Mayers,N Pooran,DL Chahar,0,0,,,,,,,,,,L,L,R,Seam,1.0,78.36201029398691,-5.792112197283799,8.340866500213714,-0.5734858001916645,1.936897624255876,-0.246517552894136,3.60069608061809,-5.87700964181206,-32.0472818762377,2.30122345826639,-5.926749178143,7.913927999890899,0.2587541471840637,0.689950847564472,87.61721241626442,Attacked,Missed,None,0.549110412597656,0.5712203979492188,4.989981,0.057449,-0.228909156258841,0.0,-10.6,-29.4165011140993,2.67788637821597,2.67788637821597,-999.9,-999.9,-999.9,-8.840921,0.405865,0.484886,-10.47776424237377,-10.06029645206298,0.5207869697588247,0.5914262862185383,2.702053462182941,1.094301087217748,3.01809800648565e-01,-1.00000000000000e+00,EDEN-GARDENS-KOLKATA,2022-02-16,West-Indies,India
