,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,391,1,5,South Africa,Reeza Hendricks,Moeen Ali,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,154285,-64.77,42.03,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,391,1,5,South Africa,Reeza Hendricks,Moeen Ali,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,154286,116.18,138.72,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2,3,391,1,5,South Africa,Quinton De Kock,Moeen Ali,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,154287,54.49,10.72,0,0,,,Knuckleball,40,FLICK,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,391,1,5,South Africa,Quinton De Kock,Moeen Ali,,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.4,1,1,0,154288,167.75,141.02,4,0,,,Knuckleball,15,LOFT COVER,0,0,4,0,5,0,0,0,0,0,0,0,0,0
4,5,391,1,5,South Africa,Quinton De Kock,Moeen Ali,,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,154289,-93.31,75.64,1,0,,,Knuckleball,40,FLICK,0,0,5,0,6,0,0,0,0,0,0,0,0,0
5,6,391,1,5,South Africa,Reeza Hendricks,Moeen Ali,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,154290,-82.26,-31.64,0,0,,,Knuckleball,36,CUT SHOT,0,0,6,0,6,0,0,0,0,0,0,0,0,0
6,1,391,1,5,South Africa,Quinton De Kock,Chris Woakes,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,154291,105.13,34.66,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,1,1,6,0,1,0,0,0,0,0,0,0
7,2,391,1,5,South Africa,Quinton De Kock,Chris Woakes,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,154292,30.08,97.74,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,2,1,7,0,0,0,0,0,0,0,0,0
8,3,391,1,5,South Africa,Reeza Hendricks,Chris Woakes,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,154293,-131.07,13.48,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,3,1,8,0,0,0,0,0,0,0,0,0
9,4,391,1,5,South Africa,Quinton De Kock,Chris Woakes,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,154294,-32.54,95.44,0,0,,,Knuckleball,40,FLICK,0,0,4,1,8,0,0,0,0,0,0,0,0,0
