,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,679,1,52,India Women,Shafali Verma,Sugandika Kumari,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,246024,79.81,150.69,1,0,,10,ORTHODOX,47,FRONTFOOT ON DRIVE,0,0,1,0,1,0,1,0,0,0,0,0,0,0
1,2,679,1,52,India Women,Smriti Mandhana,Sugandika Kumari,,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,246026,67.38,151.15,1,0,,10,ORTHODOX,84,FRONTFOOT OFF DRIVE,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2,3,679,1,52,India Women,Shafali Verma,Sugandika Kumari,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,246029,-42.21,108.33,0,0,,10,ORTHODOX,21,STEP DOWN OFF DRIVE,0,0,3,0,2,0,0,0,0,0,0,0,0,0
3,4,679,1,52,India Women,Shafali Verma,Sugandika Kumari,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,246030,23.18,26.37,0,0,,10,ORTHODOX,49,FORWARD DEFENCE,0,0,4,0,2,0,0,0,0,0,0,0,0,0
4,5,679,1,52,India Women,Shafali Verma,Sugandika Kumari,,1,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.5,1,1,0,246032,-163.30,-50.52,4,0,,10,ORTHODOX,36,CUT SHOT,0,0,5,0,6,0,0,0,0,0,0,0,0,0
5,6,679,1,52,India Women,Shafali Verma,Sugandika Kumari,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,246034,-50.95,92.68,0,0,,10,ORTHODOX,27,FORWARD PUSH,0,0,6,0,6,0,0,0,0,0,0,0,0,0
6,1,679,1,52,India Women,Smriti Mandhana,Oshadi Ranasinghe,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,246036,107.44,32.36,0,0,,25,OFF SPIN,52,BACKFOOT COVERDRIVE,0,0,1,1,6,0,1,0,0,0,0,0,0,0
7,2,679,1,52,India Women,Smriti Mandhana,Oshadi Ranasinghe,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,246038,-79.96,76.10,1,0,,23,ARM BALL,27,FORWARD PUSH,0,0,2,1,7,0,0,0,0,0,0,0,0,0
8,3,679,1,52,India Women,Shafali Verma,Oshadi Ranasinghe,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,246040,77.97,144.71,1,0,,25,OFF SPIN,74,STEP DOWN ON DRIVE,0,0,3,1,8,0,0,0,0,0,0,0,0,0
9,4,679,1,52,India Women,Smriti Mandhana,Oshadi Ranasinghe,,2,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.4,1,1,0,246042,-143.50,174.17,4,0,,25,OFF SPIN,94,STEP DOWN LOFTED ON DRIVE,0,0,4,1,12,0,0,0,0,0,0,0,0,0
10,5,679,1,52,India Women,Smriti Mandhana,Oshadi Ranasinghe,,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,246045,91.78,36.04,0,0,,25,OFF SPIN,52,BACKFOOT COVERDRIVE,0,0,5,1,12,0,0,0,0,0,0,0,0,0
11,6,679,1,52,India Women,Smriti Mandhana,Oshadi Ranasinghe,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,246046,108.82,47.09,0,0,,25,OFF SPIN,51,FRONTFOOT COVERDRIVE,0,0,6,1,12,0,0,0,0,0,0,0,0,0
12,1,679,1,52,India Women,Shafali Verma,Sugandika Kumari,,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.1,1,1,0,246048,67.84,149.31,1,0,,10,ORTHODOX,94,STEP DOWN LOFTED ON DRIVE,0,0,1,2,13,0,1,0,0,0,0,0,0,0
13,2,679,1,52,India Women,Smriti Mandhana,Sugandika Kumari,,3,2,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,2.2,1,1,0,246050,67.84,149.31,0,0,,10,ORTHODOX,69,STEP DOWN LOFTED STRAIGHT DRIVE,0,0,2,2,13,1,2,0,0,0,0,0,0,0
14,3,679,1,52,India Women,Jemimah Rodrigues,Sugandika Kumari,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.3,1,1,0,246052,71.98,36.04,0,0,,10,ORTHODOX,27,FORWARD PUSH,0,0,3,2,13,1,3,0,0,0,0,0,0,0
15,4,679,1,52,India Women,Jemimah Rodrigues,Sugandika Kumari,,3,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.4,1,1,0,246054,-143.04,-80.91,4,0,,25,OFF SPIN,36,CUT SHOT,0,0,4,2,17,1,0,0,0,0,0,0,0,0
16,5,679,1,52,India Women,Jemimah Rodrigues,Sugandika Kumari,,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,246056,79.35,140.56,1,0,,10,ORTHODOX,47,FRONTFOOT ON DRIVE,0,0,5,2,18,1,0,0,0,0,0,0,0,0
17,6,679,1,52,India Women,Shafali Verma,Sugandika Kumari,,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.6,1,1,0,246058,127.23,77.02,1,0,,,Knuckleball,47,FRONTFOOT ON DRIVE,0,0,6,2,19,1,0,0,0,0,0,0,0,0
18,1,679,1,52,India Women,Shafali Verma,Oshadi Ranasinghe,,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.1,1,1,0,246060,58.63,154.83,1,0,,,Knuckleball,47,FRONTFOOT ON DRIVE,0,0,1,3,20,1,1,0,0,0,0,0,0,0
19,2,679,1,52,India Women,Jemimah Rodrigues,Oshadi Ranasinghe,,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,246062,84.41,18.55,1,0,,25,OFF SPIN,40,FRONTFOOT FLICK,0,0,2,3,21,1,0,0,0,0,0,0,0,0
20,3,679,1,52,India Women,Shafali Verma,Oshadi Ranasinghe,,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.3,1,1,0,246064,62.31,148.39,1,0,,25,OFF SPIN,94,STEP DOWN LOFTED ON DRIVE,0,0,3,3,22,1,0,0,0,0,0,0,0,0
21,4,679,1,52,India Women,Jemimah Rodrigues,Oshadi Ranasinghe,,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.4,1,1,0,246066,-62.46,87.15,0,0,,25,OFF SPIN,27,FORWARD PUSH,0,0,4,3,22,1,0,0,0,0,0,0,0,0
22,5,679,1,52,India Women,Jemimah Rodrigues,Oshadi Ranasinghe,,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.5,1,1,0,246068,130.00,47.55,1,0,,25,OFF SPIN,55,SWEEP SHOT,0,0,5,3,23,1,0,0,0,0,0,0,0,0
23,6,679,1,52,India Women,Shafali Verma,Oshadi Ranasinghe,,4,6,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Caught,WICKET,1,3.6,1,1,0,246070,130.00,47.55,0,0,,25,OFF SPIN,94,STEP DOWN LOFTED ON DRIVE,0,0,6,3,23,2,1,0,0,0,0,0,0,0
24,1,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.1,1,1,0,246072,66.92,78.40,0,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,1,4,23,2,2,0,0,0,0,0,0,0
25,2,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.2,1,1,0,246074,-11.82,53.54,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,2,4,23,2,0,0,0,0,0,0,0,0
26,3,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.3,1,1,0,246076,-78.12,-36.24,0,0,,,Knuckleball,36,CUT SHOT,0,0,3,4,23,2,0,0,0,0,0,0,0,0
27,4,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.4,1,1,0,246078,-44.05,-28.42,0,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,4,4,23,2,0,0,0,0,0,0,0,0
28,5,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,4.5,1,1,0,246080,-59.24,104.19,0,0,,39,ANGLED IN,84,FRONTFOOT OFF DRIVE,0,0,5,4,23,2,0,0,0,0,0,0,0,0
29,6,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,5,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,4.6,1,1,0,246082,51.72,99.58,1,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,6,4,24,2,0,0,0,0,0,0,0,0
30,1,679,1,52,India Women,Jemimah Rodrigues,Sugandika Kumari,,6,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.1,1,1,0,246083,-110.81,172.33,4,0,,10,ORTHODOX,21,STEP DOWN OFF DRIVE,0,0,1,5,28,2,1,0,0,0,0,0,0,0
31,2,679,1,52,India Women,Jemimah Rodrigues,Sugandika Kumari,,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.2,1,1,0,246084,-98.84,28.22,0,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,2,5,28,2,0,0,0,0,0,0,0,0
32,3,679,1,52,India Women,Jemimah Rodrigues,Sugandika Kumari,,6,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,5.3,1,1,0,246088,-176.19,119.84,4,0,,10,ORTHODOX,15,LOFTED COVER DRIVE,0,0,3,5,32,2,0,0,0,0,0,0,0,0
33,4,679,1,52,India Women,Jemimah Rodrigues,Sugandika Kumari,,6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,5.4,1,1,0,246090,51.72,91.76,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,4,5,33,2,0,0,0,0,0,0,0,0
34,5,679,1,52,India Women,Harmanpreet Kaur,Sugandika Kumari,,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.5,1,1,0,246092,42.51,71.04,0,0,,10,ORTHODOX,27,FORWARD PUSH,0,0,5,5,33,2,0,0,0,0,0,0,0,0
35,6,679,1,52,India Women,Harmanpreet Kaur,Sugandika Kumari,,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,5.6,1,1,0,246094,42.51,71.04,0,0,,,Knuckleball,35,LATE CUT,0,0,6,5,33,2,0,0,0,0,0,0,0,0
36,1,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.1,1,1,0,246096,114.80,-47.76,1,0,,,Knuckleball,40,FRONTFOOT FLICK,0,0,1,6,34,2,1,0,0,0,0,0,0,0
37,2,679,1,52,India Women,Harmanpreet Kaur,Achini Kulasuriya,,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.2,1,1,0,246098,68.76,149.77,1,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,2,6,35,2,0,0,0,0,0,0,0,0
38,3,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,7,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,6.3,1,1,0,246100,-176.65,106.49,4,0,,39,ANGLED IN,15,LOFTED COVER DRIVE,0,0,3,6,39,2,0,0,0,0,0,0,0,0
39,4,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,7,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,6.4,1,1,0,246101,148.87,-84.59,4,0,,39,ANGLED IN,40,FRONTFOOT FLICK,0,0,4,6,43,2,0,0,0,0,0,0,0,0
40,5,679,1,52,India Women,Jemimah Rodrigues,Achini Kulasuriya,,7,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,6.5,1,1,0,246104,108.82,120.30,1,0,,39,ANGLED IN,47,FRONTFOOT ON DRIVE,0,0,5,6,44,2,0,0,0,0,0,0,0,0
41,6,679,1,52,India Women,Harmanpreet Kaur,Achini Kulasuriya,,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,6.6,1,1,0,246106,-15.96,31.44,0,0,,39,ANGLED IN,49,FORWARD DEFENCE,0,0,6,6,44,2,0,0,0,0,0,0,0,0
42,1,679,1,52,India Women,Jemimah Rodrigues,Malsha Shehani,,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.1,1,1,0,246108,-99.76,45.71,0,0,,25,OFF SPIN,51,FRONTFOOT COVERDRIVE,0,0,1,7,44,2,1,0,0,0,0,0,0,0
43,2,679,1,52,India Women,Jemimah Rodrigues,Malsha Shehani,,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.2,1,1,0,246110,116.64,99.58,1,0,,25,OFF SPIN,47,FRONTFOOT ON DRIVE,0,0,2,7,45,2,0,0,0,0,0,0,0,0
44,3,679,1,52,India Women,Harmanpreet Kaur,Malsha Shehani,,8,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,7.3,1,1,0,246112,70.60,147.47,1,0,,25,OFF SPIN,47,FRONTFOOT ON DRIVE,0,0,3,7,46,2,0,0,0,0,0,0,0,0
45,4,679,1,52,India Women,Jemimah Rodrigues,Malsha Shehani,,8,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.4,1,1,0,246114,-192.77,78.86,4,0,,25,OFF SPIN,89,STEP DOWN COVER DRIVE,0,0,4,7,50,2,0,1,1,0,1,0,0,0
46,5,679,1,52,India Women,Jemimah Rodrigues,Malsha Shehani,,8,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,7.5,1,1,0,246116,-6.75,69.65,0,0,,25,OFF SPIN,1,STEP DOWN STRAIGHT DRIVE,0,0,5,7,50,2,0,0,1,0,0,0,0,0
47,6,679,1,52,India Women,Jemimah Rodrigues,Malsha Shehani,,8,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,7.6,1,1,0,246118,171.44,120.30,4,0,,25,OFF SPIN,95,SLOG SWEEP,0,0,6,7,54,2,0,0,1,0,0,0,0,0
