,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,587,1,1,India,Rohit Sharma,Obed McCoy,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,233283,-47.27,-44.99,0,0,,41,INSWINGER,44,GLIDE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,587,1,1,India,Rohit Sharma,Obed McCoy,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,233284,-47.27,-44.99,0,0,,41,INSWINGER,54,LEG GLANCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,587,1,1,India,Rohit Sharma,Obed McCoy,,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,233285,-100.22,-85.97,1,0,,30,ANGLED ACROSS,44,GLIDE,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,587,1,1,India,Suryakumar Yadav,Obed McCoy,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,233286,-100.22,-85.97,0,0,,30,ANGLED ACROSS,49,FORWARD DEFENCE,0,0,4,0,1,0,0,0,0,0,0,0,0,0
4,5,587,1,1,India,Suryakumar Yadav,Obed McCoy,,1,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.5,1,1,0,233287,167.29,126.29,4,0,,41,INSWINGER,47,FRONTFOOT ON DRIVE,0,0,5,0,5,0,0,0,0,0,0,0,0,0
5,6,587,1,1,India,Suryakumar Yadav,Obed McCoy,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,233288,56.79,89.91,0,0,,41,INSWINGER,47,FRONTFOOT ON DRIVE,0,0,6,0,5,0,0,0,0,0,0,0,0,0
6,1,587,1,1,India,Rohit Sharma,Jason Holder,,2,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1.1,1,1,0,233289,-138.44,156.22,6,0,,42,OUTSWINGER,122,STEP DOWN LOFTED OFF DRIVE,0,0,1,1,11,0,1,0,0,0,0,0,0,0
7,2,587,1,1,India,Rohit Sharma,Jason Holder,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,233290,-95.62,-91.96,1,0,,42,OUTSWINGER,44,GLIDE,0,0,2,1,12,0,0,0,0,0,0,0,0,0
8,3,587,1,1,India,Suryakumar Yadav,Jason Holder,,2,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,1.3,1,1,0,233291,-178.95,34.66,4,0,,42,OUTSWINGER,51,FRONTFOOT COVERDRIVE,0,0,3,1,16,0,0,0,0,0,0,0,0,0
9,4,587,1,1,India,Suryakumar Yadav,Jason Holder,,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,233292,126.31,29.60,1,0,,39,ANGLED IN,97,BACKFOOT PUSH,0,0,4,1,17,0,0,0,0,0,0,0,0,0
