,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,449,1,52,India Women,Smriti Mandhana,Diana Baig,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0.1,1,1,0,185037,88.50,33.00,0,0,,41,INSWINGER,51,FRONTFOOT COVERDRIVE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,449,1,52,India Women,Smriti Mandhana,Diana Baig,,1,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,,,,0,0.2,1,1,0,185038,110.50,-51.00,2,0,,41,INSWINGER,59,SQUARE DRIVE,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2,3,449,1,52,India Women,Smriti Mandhana,Diana Baig,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0.3,1,1,0,185039,53.50,82.00,0,0,,30,ANGLED ACROSS,27,FORWARD PUSH,0,0,3,0,2,0,0,0,0,0,0,0,0,0
3,4,449,1,52,India Women,Smriti Mandhana,Diana Baig,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0.4,1,1,0,185040,47.50,75.00,0,0,,41,INSWINGER,50,BACKFOOT DEFENCE,0,0,4,0,2,0,0,0,0,0,0,0,0,0
4,5,449,1,52,India Women,Smriti Mandhana,Diana Baig,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0.5,1,1,0,185041,47.50,75.00,0,0,,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,5,0,2,0,0,0,0,0,0,0,0,0
5,6,449,1,52,India Women,Smriti Mandhana,Diana Baig,,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,0.6,1,1,0,185042,71.50,86.00,1,0,,30,ANGLED ACROSS,84,OFF DRIVE,0,0,6,0,3,0,0,0,0,0,0,0,0,0
6,1,449,1,52,India Women,Smriti Mandhana,Anam Amin,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,1.1,1,1,0,185043,60.50,22.00,0,0,,10,ORTHODOX,49,FORWARD DEFENCE,0,0,1,1,3,0,1,0,0,0,0,0,0,0
7,2,449,1,52,India Women,Smriti Mandhana,Anam Amin,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,1.2,1,1,0,185044,49.50,81.00,0,0,,10,ORTHODOX,84,OFF DRIVE,0,0,2,1,3,0,0,0,0,0,0,0,0,0
8,3,449,1,52,India Women,Smriti Mandhana,Anam Amin,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,1.3,1,1,0,185045,91.50,13.00,0,0,,10,ORTHODOX,97,BACKFOOT PUSH,0,0,3,1,3,0,0,0,0,0,0,0,0,0
9,4,449,1,52,India Women,Smriti Mandhana,Anam Amin,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,1.4,1,1,0,185046,20.50,53.00,0,0,,10,ORTHODOX,49,FORWARD DEFENCE,0,0,4,1,3,0,0,0,0,0,0,0,0,0
