,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,372,1,11,Bangladesh,Liton Das,Moeen Ali,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,2,1,0,149995,-71.50,24.00,0,0,,,Knuckleball,36,CUT SHOT,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,372,1,11,Bangladesh,Liton Das,Moeen Ali,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,2,1,0,149996,-81.00,-21.50,0,0,,,Knuckleball,36,CUT SHOT,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,372,1,11,Bangladesh,Liton Das,Moeen Ali,,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,2,1,0,149997,135.50,73.50,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,372,1,11,Bangladesh,Mohammad Naim Sheikh,Moeen Ali,,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.4,2,1,0,149998,-87.50,-14.50,1,0,,,Knuckleball,27,FORWARD PUSH,0,0,4,0,2,0,0,0,0,0,0,0,0,0
4,5,372,1,11,Bangladesh,Liton Das,Moeen Ali,,1,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.5,2,1,0,149999,61.50,207.00,4,0,,,Knuckleball,94,SDL ON,0,0,5,0,6,0,0,0,0,0,0,0,0,0
5,6,372,1,11,Bangladesh,Liton Das,Moeen Ali,,1,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.6,2,1,0,150000,-130.50,163.50,4,0,,,Knuckleball,122,SDL OFF,0,0,6,0,10,0,0,0,0,0,0,0,0,0
6,1,372,1,11,Bangladesh,Mohammad Naim Sheikh,Chris Woakes,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,2,1,0,150001,-16.00,46.00,0,0,,,Knuckleball,50,BACKFOOT DEFENCE,0,0,1,1,10,0,1,0,0,0,0,0,0,0
7,2,372,1,11,Bangladesh,Mohammad Naim Sheikh,Chris Woakes,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,2,1,0,150002,58.00,18.50,0,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,2,1,10,0,0,0,0,0,0,0,0,0
8,3,372,1,11,Bangladesh,Mohammad Naim Sheikh,Chris Woakes,,2,3,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.3,2,1,0,150003,-119.00,46.00,2,0,,,Knuckleball,58,PULL SHOT,0,0,3,1,12,0,0,0,0,0,0,0,0,0
9,4,372,1,11,Bangladesh,Mohammad Naim Sheikh,Chris Woakes,,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.4,2,1,0,150004,80.00,92.00,1,0,,,Knuckleball,84,OFF DRIVE,0,0,4,1,13,0,0,0,0,0,0,0,0,0
