,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,242375,102.83,36.50,0,0,,30,ANGLED ACROSS,52,BACKFOOT COVERDRIVE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,242376,98.69,42.03,0,0,,42,OUTSWINGER,50,BACKFOOT DEFENCE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,242377,98.69,42.03,0,0,,30,ANGLED ACROSS,51,FRONTFOOT COVERDRIVE,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,4,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.4,1,1,0,242378,103.29,177.40,4,0,,,Knuckleball,5,LOFTED OFF DRIVE,0,0,4,0,4,0,0,0,0,0,0,0,0,0
4,5,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,242379,103.29,177.40,0,0,,,Knuckleball,105,LEFT ALONE,0,0,5,0,4,0,0,0,0,0,0,0,0,0
5,6,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,242380,103.29,177.40,0,0,,,Knuckleball,36,CUT SHOT,0,0,6,0,4,0,0,0,0,0,0,0,0,0
6,1,645,1,52,India Women,Shafali Verma,Freya Davies,,2,1,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.1,1,1,1,242381,103.29,177.40,1,0,,39,ANGLED IN,37,STEP DOWN FLICK,0,0,1,1,5,0,1,0,0,0,0,0,0,0
7,2,645,1,52,India Women,Shafali Verma,Freya Davies,,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,242382,-74.90,-31.64,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,2,1,6,0,0,0,0,0,0,0,0,0
8,3,645,1,52,India Women,Smriti Mandhana,Freya Davies,,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,242383,144.73,75.18,2,0,,,Knuckleball,52,BACKFOOT COVERDRIVE,0,0,3,1,8,0,0,0,0,0,0,0,0,0
9,4,645,1,52,India Women,Smriti Mandhana,Freya Davies,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,242384,87.64,64.59,0,0,,,Knuckleball,89,STEP DOWN COVER DRIVE,0,0,4,1,8,0,0,0,0,0,0,0,0,0
10,5,645,1,52,India Women,Smriti Mandhana,Freya Davies,,2,4,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,242385,-129.69,93.14,2,0,,,Knuckleball,47,FRONTFOOT ON DRIVE,0,0,5,1,10,0,0,0,0,0,0,0,0,0
11,6,645,1,52,India Women,Smriti Mandhana,Freya Davies,,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.5,1,1,0,242386,-91.01,77.02,1,0,,,Knuckleball,46,FRONTFOOT PULL SHOT,0,0,6,1,11,0,0,0,0,0,0,0,0,0
12,7,645,1,52,India Women,Shafali Verma,Freya Davies,,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.6,1,1,0,242387,67.38,44.33,0,0,,,Knuckleball,47,FRONTFOOT ON DRIVE,0,0,7,1,11,0,0,0,0,0,0,0,0,0
13,1,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,3,1,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.1,1,1,0,242388,67.84,213.77,4,0,,,Knuckleball,122,STEP DOWN LOFTED OFF DRIVE,0,0,1,2,15,0,1,0,0,0,0,0,0,0
14,2,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.2,1,1,0,242389,-41.74,103.73,0,0,,,Knuckleball,47,FRONTFOOT ON DRIVE,0,0,2,2,15,0,0,0,0,0,0,0,0,0
15,3,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,2.3,1,1,0,242390,-41.74,103.73,0,0,,,Knuckleball,35,LATE CUT,0,0,3,2,15,0,0,0,0,0,0,0,0,0
16,4,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,3,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.4,1,1,0,242391,-180.79,114.32,4,0,,,Knuckleball,58,BACKFOOT PULL SHOT,0,0,4,2,19,0,0,0,0,0,0,0,0,0
17,5,645,1,52,India Women,Smriti Mandhana,Lauren Bell,,3,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,2.5,1,1,0,242392,-56.02,104.19,1,0,,,Knuckleball,47,FRONTFOOT ON DRIVE,0,0,5,2,20,0,0,0,0,0,0,0,0,0
18,6,645,1,52,India Women,Shafali Verma,Lauren Bell,,3,6,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,2.6,1,1,0,242393,76.59,204.56,4,0,,,Knuckleball,11,LOFTED ON DRIVE,0,0,6,2,24,0,0,0,0,0,0,0,0,0
19,1,645,1,52,India Women,Smriti Mandhana,Bryony Smith,,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.1,1,1,0,242394,-95.62,72.88,1,0,,,Knuckleball,97,BACKFOOT PUSH,0,0,1,3,25,0,1,0,0,0,0,0,0,0
20,2,645,1,52,India Women,Shafali Verma,Bryony Smith,,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,3.2,1,1,0,242395,-117.26,74.72,1,0,,,Knuckleball,15,LOFTED COVER DRIVE,0,0,2,3,26,0,0,0,0,0,0,0,0,0
21,3,645,1,52,India Women,Smriti Mandhana,Bryony Smith,,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3.3,1,1,0,242396,-82.26,-39.47,0,0,,,Knuckleball,55,SWEEP SHOT,0,0,3,3,26,0,0,0,0,0,0,0,0,0
22,4,645,1,52,India Women,Smriti Mandhana,Bryony Smith,,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,3.4,1,1,0,242397,-158.23,-66.63,4,0,,,Knuckleball,58,BACKFOOT PULL SHOT,0,0,4,3,30,0,0,0,0,0,0,0,0,0
