,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,368,1,1,India,K L Rahul,Shaheen Afridi,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0.1,2,1,0,149091,-67.07,50.78,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,368,1,1,India,K L Rahul,Shaheen Afridi,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0.2,2,1,0,149092,-82.26,55.38,0,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,368,1,1,India,K L Rahul,Shaheen Afridi,,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,0.3,2,1,0,149093,85.33,20.39,1,0,,,Knuckleball,40,FLICK,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,368,1,1,India,Rohit Sharma,Shaheen Afridi,,1,4,0 WK,W,0,0,0,0,1,0,0,0,0,0,0,0,1,Leg Before Wicket,WICKET,1,0.4,2,1,0,149094,85.33,20.39,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,4,0,1,1,1,0,0,0,0,0,0,0
4,5,368,1,1,India,Virat Kohli,Shaheen Afridi,,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0.5,2,1,0,149095,85.33,20.39,0,0,,,Knuckleball,105,LEFT ALONE,0,0,5,0,1,1,2,0,0,0,0,0,0,0
5,6,368,1,1,India,Virat Kohli,Shaheen Afridi,,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,0.6,2,1,0,149096,68.76,59.06,1,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,6,0,2,1,0,0,0,0,0,0,0,0
6,1,368,1,1,India,Virat Kohli,Imad Wasim,,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,1.1,2,1,0,149097,52.64,-47.29,1,0,,,Knuckleball,40,FLICK,0,0,1,1,3,1,1,0,0,0,0,0,0,0
7,2,368,1,1,India,K L Rahul,Imad Wasim,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,1.2,2,1,0,149098,-93.31,57.68,0,0,,,Knuckleball,52,BACKFOOT COVERDRIVE,0,0,2,1,3,1,0,0,0,0,0,0,0,0
8,3,368,1,1,India,K L Rahul,Imad Wasim,,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,1.3,2,1,0,149099,65.54,-44.99,1,0,,,Knuckleball,40,FLICK,0,0,3,1,4,1,0,0,0,0,0,0,0,0
9,4,368,1,1,India,Virat Kohli,Imad Wasim,,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,,,0,1.4,2,1,0,149100,66.46,111.09,1,0,,,Knuckleball,40,FLICK,0,0,4,1,5,1,0,0,0,0,0,0,0,0
