CompetitionID,MatchID,MatchTypeID,MatchType,MatchStatus,MatchDate,MatchDateNew,MatchName,MatchTime,GMTMatchTime,GMTMatchDate,FirstBattingTeamID,FirstBattingTeamName,SecondBattingTeamID,SecondBattingTeamName,FirstBattingTeamCode,SecondBattingTeamCode,GroundID,GroundName,Commentss,TossTeam,TossDetails,TossText,Flag,FirstBattingSummary,SecondBattingSummary,ClientMatchID,MATCH_COMMENCE_START_DATE,city,FlickrAlbumID,LiveStream,FBURL,T20ProMatchID,Temperature,WeatherIcon,TempUpdatedDate,GroundUmpire1ID,GroundUmpire2ID,GroundUmpire3ID,RefereeID,timezone1,HomeTeamID,HomeTeamName,HomeTeamColor1,HomeTeamColor2,AwayTeamColor1,AwayTeamColor2,AwayTeamID,AwayTeamName,MatchEndDate,MatchEndTime,MatchTypeName,RowNo,GroundUmpire1,GroundUmpire2,ThirdUmpire,Comments,HomeTeamLogo,AwayTeamLogo,VideoScorecard,TimeZone,CurrentStrikerID,CurrentStrikerName,StrikerRuns,StrikerBalls,StrikerFours,StrikerSixes,StrikerSR,StrikerImage,CurrentNonStrikerID,CurrentNonStrikerName,NonStrikerRuns,NonStrikerBalls,NonStrikerFours,NonStrikerSixes,NonStrikerSR,NonStrikerImage,CurrentBowlerID,CurrentBowlerName,BowlerOvers,BowlerRuns,BowlerMaidens,BowlerWickets,BowlerEconomy,BowlerSR,BowlerImage,ChasingText,MatchBreakComments,MatchProgress,CurrentInnings,1Summary,1FallScore,1FallWickets,1FallOvers,1RunRate,2Summary,2FallScore,2FallWickets,2FallOvers,2RunRate,3Summary,3FallScore,3FallWickets,3FallOvers,3RunRate,4Summary,4FallScore,4FallWickets,4FallOvers,4RunRate,DivisionID,SecondInningsFirstBattingID,SecondInningsFirstBattingName,SecondInningsSecondBattingID,SecondInningsSecondBattingName,WinningTeamID,MatchOrder,RevisedOver,RevisedTarget,MatchRow,MATCH_NO_OF_OVERS,ROUND_ID,CompetitionName,MatchHomeTeamLogo,MatchAwayTeamLogo,5Summary,5FallScore,5FallWickets,5FallOvers,5RunRate,6Summary,6FallScore,6FallWickets,6FallOvers,6RunRate,ThirdInningsFirstBattingID,ThirdInningsFirstBattingName,ThirdInningsSecondBattingID,ThirdInningsSecondBattingName,ProjectedScore,2ndProjectedScore,3rdProjectedScore,TeamType,MOM,MOM_TYPE,MOMPlayerId,MOMRuns,MOMBalls,MOMWicket,MOMRC,MOMImage,KO,GMTMatchEndTime,GMTMatchEndDate,AudioHighlightsText,AudioHighlightsPath,AudioPodcastPath
10000,10000,2,T20,Post,2008-04-18,18 Apr 2008,Royal Challengers Bangalore VS Kolkata Knight Riders,20:00,20:00 GMT,2008-04-18,16,Kolkata Knight Riders,19,Royal Challengers Bangalore,KKR,RCB,70,M. Chinnaswamy Stadium,Kolkata Knight Riders won by 140 runs,Kolkata Knight Riders,,,0,205/0 (20.0 Ov),63/0 (15.1 Ov),275,2008-04-18 20:00:00,Bengaluru,,,,,,,,115,115,115,0,Asia/Kolkata,19,Royal Challengers Bangalore,,,,,16,Kolkata Knight Riders,18 Apr 2008,23:00,T20,1,Brian Jerling,Brian Jerling,Brian Jerling,Kolkata Knight Riders won by 140 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,222/3 (20 Overs),222,3,20,11.10,82/10 (15.1 Overs),82,10,15.1,5.40,,,,,,,,,,,,,,,,,1st T20,,,1,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10002,2,T20,Post,2008-04-19,19 Apr 2008,Delhi Capitals VS Rajasthan Royals,20:00,20:00 GMT,2008-04-19,18,Rajasthan Royals,14,Delhi Capitals,RR,DC,17,Arun Jaitley Stadium,Delhi Capitals won by 9 wickets,Rajasthan Royals,,,0,122/0 (20.0 Ov),122/0 (15.1 Ov),277,2008-04-19 20:00:00,Delhi,,,,,,,,115,115,115,0,Asia/Kolkata,14,Delhi Capitals,,,,,18,Rajasthan Royals,19 Apr 2008,23:00,T20,3,Brian Jerling,Brian Jerling,Brian Jerling,Delhi Capitals won by 9 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,129/8 (20 Overs),129,8,20,6.45,132/1 (15.1 Overs),132,1,15.1,8.70,,,,,,,,,,,,,,,,,3rd  T20,,,3,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10001,2,T20,Post,2008-04-19,19 Apr 2008,Punjab Kings VS Chennai Super Kings,16:00,16:00 GMT,2008-04-19,13,Chennai Super Kings,15,Punjab Kings,CSK,PBKS,71,IS Bindra Stadium,Chennai Super Kings won by 33 runs,Chennai Super Kings,,,0,234/0 (20.1 Ov),196/0 (20.0 Ov),276,2008-04-19 16:00:00,Mohali,,,,,,,,115,115,115,0,Asia/Kolkata,15,Punjab Kings,,,,,13,Chennai Super Kings,19 Apr 2008,23:00,T20,2,Brian Jerling,Brian Jerling,Brian Jerling,Chennai Super Kings won by 33 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,240/5 (20 Overs),240,5,20,12.00,207/4 (20 Overs),207,4,20,10.35,,,,,,,,,,,,,,,,,2nd  T20,,,2,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10004,2,T20,Post,2008-04-20,20 Apr 2008,Mumbai Indians VS Royal Challengers Bangalore,20:00,20:00 GMT,2008-04-20,17,Mumbai Indians,19,Royal Challengers Bangalore,MI,RCB,21,Wankhede Stadium,Royal Challengers Bangalore won by 5 wickets,Royal Challengers Bangalore,,,0,154/0 (20.0 Ov),161/0 (19.4 Ov),279,2008-04-20 20:00:00,Mumbai,,,,,,,,115,115,115,0,Asia/Kolkata,17,Mumbai Indians,,,,,19,Royal Challengers Bangalore,20 Apr 2008,23:00,T20,5,Brian Jerling,Brian Jerling,Brian Jerling,Royal Challengers Bangalore won by 5 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rcb.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,165/6 (20 Overs),165,6,20,8.25,166/5 (19.4 Overs),166,5,19.4,8.44,,,,,,,,,,,,,,,,,5th  T20,,,5,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10003,2,T20,Post,2008-04-20,20 Apr 2008,Kolkata Knight Riders VS Deccan Chargers,16:00,16:00 GMT,2008-04-20,36,Deccan Chargers,16,Kolkata Knight Riders,TM000036,KKR,19,Eden Gardens,Kolkata Knight Riders won by 5 wickets,Deccan Chargers,,,0,100/0 (19.0 Ov),84/0 (19.1 Ov),278,2008-04-20 16:00:00,Kolkata,,,,,,,,115,115,115,0,Asia/Kolkata,16,Kolkata Knight Riders,,,,,36,Deccan Chargers,20 Apr 2008,23:00,T20,4,Brian Jerling,Brian Jerling,Brian Jerling,Kolkata Knight Riders won by 5 wickets,,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-kkr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,110/10 (18.4 Overs),110,10,18.4,5.89,112/5 (19 Overs),112,5,19,5.89,,,,,,,,,,,,,,,,,4th  T20,,,4,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10005,2,T20,Post,2008-04-21,21 Apr 2008,Rajasthan Royals VS Punjab Kings,20:00,20:00 GMT,2008-04-21,15,Punjab Kings,18,Rajasthan Royals,PBKS,RR,20,Sawai Mansingh Stadium,Rajasthan Royals won by 6 wickets,Punjab Kings,,,0,162/0 (20.0 Ov),156/0 (18.5 Ov),280,2008-04-21 20:00:00,Jaipur,,,,,,,,115,115,115,0,Asia/Kolkata,18,Rajasthan Royals,,,,,15,Punjab Kings,21 Apr 2008,23:00,T20,6,Brian Jerling,Brian Jerling,Brian Jerling,Rajasthan Royals won by 6 wickets,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,166/8 (20 Overs),166,8,20,8.30,168/4 (18.1 Overs),168,4,18.1,9.24,,,,,,,,,,,,,,,,,6th  T20,,,6,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10006,2,T20,Post,2008-04-22,22 Apr 2008,Deccan Chargers VS Delhi Capitals,20:00,20:00 GMT,2008-04-22,36,Deccan Chargers,14,Delhi Capitals,TM000036,DC,72,Rajiv Gandhi Intl. Cricket Stadium,Delhi Capitals won by 9 wickets,Delhi Capitals,,,0,137/0 (20.1 Ov),131/0 (13.0 Ov),281,2008-04-22 20:00:00,Hyderabad,,,,,,,,115,115,115,0,Asia/Kolkata,36,Deccan Chargers,,,,,14,Delhi Capitals,22 Apr 2008,23:00,T20,7,Brian Jerling,Brian Jerling,Brian Jerling,Delhi Capitals won by 9 wickets,,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-dd.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,142/8 (20 Overs),142,8,20,7.10,143/1 (13 Overs),143,1,13,11.00,,,,,,,,,,,,,,,,,7th  T20,,,7,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10007,2,T20,Post,2008-04-23,23 Apr 2008,Chennai Super Kings VS Mumbai Indians,20:00,20:00 GMT,2008-04-23,13,Chennai Super Kings,17,Mumbai Indians,CSK,MI,73,M. A. Chidambaram Stadium,Chennai Super Kings won by 6 runs,Mumbai Indians,,,0,190/0 (20.2 Ov),189/0 (20.2 Ov),282,2008-04-23 20:00:00,Chennai,,,,,,,,115,115,115,0,Asia/Kolkata,13,Chennai Super Kings,,,,,17,Mumbai Indians,23 Apr 2008,23:00,T20,8,Brian Jerling,Brian Jerling,Brian Jerling,Chennai Super Kings won by 6 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-csk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,208/5 (20 Overs),208,5,20,10.40,202/7 (20 Overs),202,7,20,10.10,,,,,,,,,,,,,,,,,8th  T20,,,8,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10008,2,T20,Post,2008-04-24,24 Apr 2008,Deccan Chargers VS Rajasthan Royals,20:00,20:00 GMT,2008-04-24,36,Deccan Chargers,18,Rajasthan Royals,TM000036,RR,72,Rajiv Gandhi Intl. Cricket Stadium,Rajasthan Royals won by 3 wickets,Rajasthan Royals,,,0,208/0 (20.1 Ov),210/0 (20.0 Ov),283,2008-04-24 20:00:00,Hyderabad,,,,,,,,115,115,115,0,Asia/Kolkata,36,Deccan Chargers,,,,,18,Rajasthan Royals,24 Apr 2008,23:00,T20,9,Brian Jerling,Brian Jerling,Brian Jerling,Rajasthan Royals won by 3 wickets,,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-rr.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,214/5 (20 Overs),214,5,20,10.70,217/7 (19.5 Overs),217,7,19.5,10.94,,,,,,,,,,,,,,,,,9th  T20,,,9,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
10000,10009,2,T20,Post,2008-04-25,25 Apr 2008,Punjab Kings VS Mumbai Indians,20:00,20:00 GMT,2008-04-25,15,Punjab Kings,17,Mumbai Indians,PBKS,MI,71,IS Bindra Stadium,Punjab Kings won by 66 runs,Mumbai Indians,,,0,175/0 (20.1 Ov),109/0 (20.2 Ov),284,2008-04-25 20:00:00,Mohali,,,,,,,,115,115,115,0,Asia/Kolkata,15,Punjab Kings,,,,,17,Mumbai Indians,25 Apr 2008,23:00,T20,10,Brian Jerling,Brian Jerling,Brian Jerling,Punjab Kings won by 66 runs,https://livescores-bccitv.epicon.in/ipl/teamlogos/pk.png,https://livescores-bccitv.epicon.in/ipl/teamlogos/ipl-mi.png,0,+9.5,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,,,,0,0,0,0,0.00,0.00,,,,,2,182/10 (20 Overs),182,10,20,9.10,116/9 (20 Overs),116,9,20,5.80,,,,,,,,,,,,,,,,,10th  T20,,,10,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,
