,ActualBallNo,MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick
0,1,634,1,8,Pakistan,Mohammad Rizwan,Bhuvneshwar Kumar,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,238487,-77.20,8.42,0,0,,,Knuckleball,49,FORWARD DEFENCE,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,2,634,1,8,Pakistan,Mohammad Rizwan,Bhuvneshwar Kumar,,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.2,1,1,0,238489,-77.20,8.42,0,0,,41,INSWINGER,46,FRONTFOOT PULL SHOT,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2,3,634,1,8,Pakistan,Mohammad Rizwan,Bhuvneshwar Kumar,,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.3,1,1,0,238491,136.90,-35.32,1,0,,,Knuckleball,40,FRONTFOOT FLICK,0,0,3,0,1,0,0,0,0,0,0,0,0,0
3,4,634,1,8,Pakistan,Babar Azam,Bhuvneshwar Kumar,,1,4,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.4,1,1,0,238493,-107.59,183.84,4,0,,,Knuckleball,84,FRONTFOOT OFF DRIVE,0,0,4,0,5,0,0,0,0,0,0,0,0,0
4,5,634,1,8,Pakistan,Babar Azam,Bhuvneshwar Kumar,,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0.5,1,1,0,238494,-93.31,87.61,1,0,,,Knuckleball,52,BACKFOOT COVERDRIVE,0,0,5,0,6,0,0,0,0,0,0,0,0,0
5,6,634,1,8,Pakistan,Mohammad Rizwan,Bhuvneshwar Kumar,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,238497,-93.31,87.61,0,0,,37,NIPPED AWAY,27,FORWARD PUSH,0,0,6,0,6,0,0,0,0,0,0,0,0,0
6,1,634,1,8,Pakistan,Babar Azam,Arshdeep Singh,,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.1,1,1,0,238499,-93.31,87.61,0,0,,43,NIPBACKER,50,BACKFOOT DEFENCE,0,0,1,1,6,0,1,0,0,0,0,0,0,0
7,2,634,1,8,Pakistan,Babar Azam,Arshdeep Singh,,2,2,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.2,1,1,1,238501,-93.31,87.61,1,0,,,Knuckleball,51,FRONTFOOT COVERDRIVE,0,0,2,1,7,0,0,0,0,0,0,0,0,0
8,3,634,1,8,Pakistan,Babar Azam,Arshdeep Singh,,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,238503,38.83,49.86,0,0,,,Knuckleball,27,FORWARD PUSH,0,0,3,1,7,0,0,0,0,0,0,0,0,0
9,4,634,1,8,Pakistan,Babar Azam,Arshdeep Singh,,2,3,1 (WD),1,0,0,0,0,0,1,1,0,0,0,0,0,0,,,0,1.3,1,1,1,238505,38.83,49.86,1,0,,36,BOUNCER,105,LEFT ALONE,1,0,4,1,8,0,0,0,0,0,0,0,0,0
