MatchID,InningsNo,BattingTeamID,TeamName,BatsManName,BowlerName,BowlerType,OverNo,BallNo,Runs,BallRuns,ActualRuns,IsOne,IsTwo,IsThree,IsDotball,Extras,IsWide,IsNoBall,IsBye,IsLegBye,IsFour,IsSix,IsWicket,WicketType,Wickets,IsBowlerWicket,BallName,Day,SESSION_NO,IsExtra,SNO,Xpitch,Ypitch,RunRuns,IsMaiden,OverImage,BowlTypeID,BowlTypeName,ShotTypeID,ShotType,IsBouncer,IsFreeHit,BallCount,BCCheck,TotalRuns,TotalWickets,BOWLING_LINE_ID,BOWLING_LENGTH_ID,FiveHaul,Flag,FlagSet,PenaltyRuns,IsFifty,IsHundred,IsTwoHundred,IsHattrick,release_speed,initial_angle,release_x,release_y,release_z,pre_bounce_ax,pre_bounce_ay,pre_bounce_az,pre_bounce_vx,pre_bounce_vy,pre_bounce_vz,bounce_angle,cof,cor,pbr,shot_attacked,shot_played,shot_info,crease_reaction_time,interception_reaction_time,bounce_x,bounce_y,post_bounce_ax,post_bounce_ay,post_bounce_az,post_bounce_vx,post_bounce_vy,post_bounce_vz,impact_x,impact_y,impact_z,crease_x,crease_y,crease_z,drop_angle,stump_x,stump_y,stump_z,swing,deviation,swing_dist,six_dist,ground,date,season
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Mitchell Starc,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.1,1,1,0,833084,46.5,93.0,0,0,,39.0,ANGLED IN,84.0,FRONTFOOT OFF DRIVE,0,0,1,0,0,0,Outside Off stump,Full Toss,1,0,0,0,0,0,0,0,86.40724536870184,-3.36602456940191,8.34074676712006,0.3627062488725928,2.035699755395286,,,,,,,6.694694452141825,0.1767554419468067,0.6499999999999996,89.82445580531927,Attacked,Played,None,0.486408233642578,0.4504508972167969,-0.3526290000000003,0.360497,,,,,,,-8.048752,0.286625,0.32911,-8.840911,0.308689,0.204305,-9.734565676143653,-10.059706614049,0.3479197957268514,0.003643703746328321,3.921528054629151,0.0,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Mitchell Starc,,1,2,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.2,1,1,0,833085,-207.0,90.5,4,0,,39.0,ANGLED IN,40.0,FRONTFOOT FLICK,0,0,2,0,4,0,Middle stump,Full Toss,0,0,0,0,0,0,0,0,87.84938769260968,-4.031062142722925,8.341229541300685,0.3653772531225259,2.055866169330136,,,,,,,6.561728165125331,0.1802568870706158,0.6499999999999999,89.47431129293841,Attacked,Played,None,0.478305816650391,0.4365234375,0.3119300000000003,-0.070027,,,,,,,-7.917324,-0.079019,0.24946,-8.840939,-0.076174,0.102253,-9.543128106011352,-10.05995203977565,-0.06733471428545068,-0.012162010060856,3.512044913101599,0.0,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Mitchell Starc,,1,3,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.3,1,1,0,833086,-6.5,229.0,4,0,,42.0,OUTSWINGER,53.0,FRONTFOOT STRAIGHT DRIVE,0,0,3,0,8,0,Off stump,Full Length,0,0,0,0,0,0,0,0,86.63178294672927,-5.896447868790158,8.341223205355085,0.3467303740642699,2.019943632222118,,,,,,,6.695786680138142,0.1289354486733126,0.626619041897006,91.09931141721965,Attacked,Played,None,0.492530822753906,0.4581756591796875,4.248762,0.106257,,,,,,,-8.222216,0.13872,0.297617,-8.840882,0.147145,0.355373,-10.2184269437589,-10.05988832471802,0.1638628934174487,0.4588353138126497,2.810493107389457,0.2587365846542291,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Mitchell Starc,,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.4,1,1,0,833087,69.5,22.5,0,0,,42.0,OUTSWINGER,50.0,BACKFOOT DEFENCE,0,0,4,0,8,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,87.9712498833102,-9.57398484889195,8.341165385066304,0.324057688824843,1.998051627341353,,,,,,,7.963697205319469,0.1149391657311099,0.6019479712475233,88.79827911401752,Defended,Played,None,0.493789672851562,0.4770126342773438,8.380722,0.215317,,,,,,,-8.695202,0.312985,0.82262,-8.841098,0.315073,0.834184,-12.5631512366489,-10.06003552955692,0.3326092820505585,0.9229848247058143,1.887675943609282,0.4189638855243432,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Mitchell Starc,,1,5,4,4,4,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0.5,1,1,0,833088,157.0,156.5,4,0,,42.0,OUTSWINGER,51.0,FRONTFOOT COVERDRIVE,0,0,5,0,12,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,87.47723912876006,-6.320510801644863,8.3406373556072,0.3933226381640187,2.020035175964406,,,,,,,8.007344240571026,0.1440248400198909,0.6624762524760546,94.9689538694191,Attacked,Played,None,0.487323760986328,0.4594001770019531,5.549351,0.268233,,,,,,,-8.297695,0.241789,0.507824,-8.841025,0.237932,0.565157,-11.42377999428175,-10.06009806749514,0.2292178402489561,0.6839213181646027,0.4155848770715784,-0.05468138365295287,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Mitchell Starc,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0.6,1,1,0,833089,-13.5,53.0,0,0,,39.0,ANGLED IN,50.0,BACKFOOT DEFENCE,0,0,6,0,12,0,Outside Off stump,Good Length,0,0,0,0,0,0,0,0,87.9731005656728,-9.182565397175935,8.340359586566933,0.4310775585941108,2.004424514199178,,,,,,,8.1375001524256,0.09661567347447601,0.6312750288255207,95.0296869763805,Defended,Played,None,0.493022918701172,0.4664154052734375,8.016238,0.186772,,,,,,,-8.441257,0.048006,0.788442,-8.840508,0.039119,0.823513,-12.33626095576136,-10.06001845589529,0.01180139028968588,0.9216253215990583,0.3562108333688038,-0.05083325803329522,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Lungisani Ngidi,,2,1,6,6,6,0,0,0,0,0,0,0,0,0,0,1,0,,,0,1.1,1,1,0,833090,-197.5,-66.5,6,0,,39.0,ANGLED IN,58.0,BACKFOOT PULL SHOT,0,0,1,1,18,0,Outside Off stump,Short of Good Length,1,0,0,0,0,0,0,0,82.63666566559802,-9.71516761260138,8.340580466538995,0.5454544609476843,2.052616923331921,,,,,,,8.980960832599319,0.1359179199869089,0.6092793909622329,87.80011664564407,Attacked,Played,None,0.524002075195312,0.498046875,8.75683,0.172904,,,,,,,-8.278631,-0.171523,0.923169,-8.84053,-0.200096,0.97138,-13.79233392871381,-10.06033020937308,-0.2625684095426986,1.064097759117197,-1.034612356812813,-0.004836603151675139,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Vaibhav Sooryavanshi,Lungisani Ngidi,,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,0,1.2,1,1,0,833091,-80.0,76.0,1,0,,47.0,SLOWER BALL,84.0,FRONTFOOT OFF DRIVE,0,0,2,1,19,0,Wide outside Off stump,Full Toss,0,0,0,0,0,0,0,0,71.52750397051892,-0.1728002622311714,8.3406562277485,0.682524246777165,2.134662232164579,,,,,,,9.223759304801511,0.1276887046180165,0.6499999999999999,94.73112953819835,Defended,Edged,None,0.586349487304688,0.5517768859863281,-0.255376,0.628476,,,,,,,-8.295184,0.652225,0.484646,-8.840645,0.646296,0.369436,-13.35151782398299,-10.06018795238542,0.6317491169081318,0.09589097038782804,-1.083698224212481,0.0,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Lungisani Ngidi,,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.3,1,1,0,833092,57.5,105.0,0,0,,39.0,ANGLED IN,84.0,FRONTFOOT OFF DRIVE,0,0,3,1,19,0,Outside Off stump,Full Length,0,0,0,0,0,0,0,0,84.88115229225731,-6.72996946137624,8.340465636254194,0.6168368075864327,2.081504475365545,,,,,,,7.01819921830824,0.1372377709445362,0.5856296944683832,84.12067707580385,Attacked,Played,None,0.504741668701172,0.4678459167480469,5.484724,0.329269,,,,,,,-8.206842,0.311141,0.432462,-8.840969,0.307924,0.48747,-11.3671896341768,-10.05972965961859,0.3016967642482805,0.5821722405427228,0.7371613317818227,0.6063434292956027,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
2502,1,18,Rajasthan Royals,Yashasvi Jaiswal,Lungisani Ngidi,,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,1.4,1,1,0,833093,57.5,105.0,0,0,,39.0,ANGLED IN,84.0,FRONTFOOT OFF DRIVE,0,0,4,1,19,0,Off stump,Full Length,0,0,0,0,0,0,0,0,83.40847680895158,-5.978289194729355,8.340911079734553,0.5935393566813625,2.105591729030952,,,,,,,7.542529748002506,0.1290718674257448,0.6433848640541167,93.60054286554303,Attacked,Missed,None,0.503494262695312,0.4910430908203125,4.547646,0.049491,,,,,,,-8.973683,-0.116199,0.448739,-8.841118,-0.109772,0.43533,-11.15603757706427,-10.05987526565997,-0.1690988837342316,0.5522073427681252,-0.9676056880274077,0.05004309025965244,-1.0,-1.0,FEROZ-SHAH-KOTLA-DELHI,-1.0,
